id,category,question,aliases,answer,keywords,answer_mode,status,priority,last_verified_at,internal_note
faq-440,發票收據資料與身分登記,平台訂房由誰開發票？,平台預約由誰開發票,平台訂房的發票或收據開立方，會依平台收款方式與訂單規則不同。請先查看平台訂單說明，仍不確定時再由管家協助確認。,發票｜收據｜身分登記,ask_human,needs_review,80,,平台發票責任需依平台規則確認。
faq-441,發票收據資料與身分登記,押金會開收據嗎？,,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,收據｜押金｜發票｜身分登記,ask_human,approved,80,,此題需人工依個案處理，不由慢寶直接承諾
faq-442,發票收據資料與身分登記,加人費可以開收據嗎？,,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,收據｜發票｜身分登記,ask_human,approved,80,,此題需人工依個案處理，不由慢寶直接承諾
faq-443,發票收據資料與身分登記,寵物清潔費可以開收據嗎？,毛孩清潔費可以開收據嗎,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,清潔費｜收據｜寵物｜發票｜身分登記,ask_human,approved,80,,此題需人工依個案處理，不由慢寶直接承諾
faq-444,發票收據資料與身分登記,公司旅遊可以開公司抬頭嗎？,,如需收據、發票、公司抬頭或統編，請在付款前提供；可開立格式與項目依民宿稅籍與實際收費辦理。,公司抬頭｜發票｜收據｜身分登記,direct,approved,80,,
faq-445,發票收據資料與身分登記,入住名單要提前給嗎？,,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,發票｜收據｜身分登記,collect_info,approved,80,,
faq-446,發票收據資料與身分登記,資料填表安全嗎？,,住宿登記資料應用於住宿管理、法規要求與必要聯絡；保存期滿後可依民宿個資管理流程處理。,發票｜收據｜身分登記,direct,approved,80,,
faq-447,發票收據資料與身分登記,可以刪除我的個資嗎？,能不能刪除我的個資？｜可不可以刪除我的個資？,可以提出個資查詢、更正或刪除需求，但住宿登記資料若有法定保存義務，需依規定處理。請透過官方管道聯繫，由管家依正式個資流程確認。,個資｜發票｜收據｜身分登記,ask_human,needs_review,80,,涉及個資權利與法定保存義務。
faq-448,發票收據資料與身分登記,可以使用假名訂房嗎？,能不能使用假名訂房？｜可不可以使用假名訂房？｜可以使用假名預約嗎,訂房可用暱稱聯絡，但入住登記需提供真實身分資料，確保合法與安全。,發票｜收據｜身分登記,direct,approved,80,,
faq-449,發票收據資料與身分登記,電話寫朋友的可以嗎？,,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,發票｜收據｜身分登記,direct,approved,80,,
faq-450,發票收據資料與身分登記,資料變更要什麼時候通知？,,請使用官方表單或官方LINE提供正確資料；姓名、電話、人數、車輛、寵物與發票資料有變更請入住前通知。,發票｜收據｜身分登記,direct,approved,80,,
faq-451,隱私保險遺失物與客訴,房間內有監視器嗎？,,客房與浴室等私人空間不會設置監視器；公共空間與出入口可能設有監視設備，用於安全與出入口管理。,監視器｜隱私｜遺失物｜客訴,direct,approved,80,,正式監視器規則。
faq-452,隱私保險遺失物與客訴,公共區監視器會拍到我們嗎？,,公共空間與出入口的監視設備可能拍攝到通行畫面，目的為安全與出入口管理；客房與浴室等私人空間不會設置監視器。,監視器｜隱私｜遺失物｜客訴,direct,approved,80,,公共區監視器只用於安全管理。
faq-453,隱私保險遺失物與客訴,民宿有保險嗎？,慢慢蒔光有保險嗎,民宿保險的實際保障範圍、保額與理賠條件需依正式保單與事故情況確認。若需要相關資料，請由管家提供正式說明。,保險｜隱私｜遺失物｜客訴,ask_human,needs_review,80,,涉及保險與理賠，需正式文件。
faq-454,隱私保險遺失物與客訴,東西遺失怎麼辦？,東西遺失該怎麼處理？｜東西遺失要如何處理,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,隱私｜遺失物｜客訴,collect_info,approved,80,,
faq-455,隱私保險遺失物與客訴,退房後發現忘東西怎麼辦？,退房後發現忘東西該怎麼處理？｜退房後發現忘東西要如何處理｜退宿後發現忘東西怎麼辦？,請提供物品特徵、可能位置與入住日期；找到後可協助寄回或自取，貴重物品建議自行保管。,隱私｜遺失物｜客訴,collect_info,approved,80,,
faq-456,隱私保險遺失物與客訴,遺失物會保管多久？,,遺失物保管期限與寄回方式需依民宿正式規定確認。請提供入住日期、物品特徵與可能位置，管家會協助查找並說明後續處理。,遺失物｜隱私｜客訴,collect_info,needs_review,80,,需制定遺失物保管期限。
faq-457,隱私保險遺失物與客訴,貴重物品可以寄放嗎？,,貴重物品請自行保管，民宿目前不承諾提供保管或保險責任。若有特殊需求，請事前向管家確認是否能協助。,隱私｜遺失物｜客訴,ask_human,approved,80,,避免承諾保管責任。
faq-458,隱私保險遺失物與客訴,房內物品壞了怎麼辦？,房內物品壞了該怎麼處理？｜房內物品壞了要如何處理,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,隱私｜遺失物｜客訴,direct,approved,80,,
faq-459,隱私保險遺失物與客訴,不小心打破杯子要賠嗎？,,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,隱私｜遺失物｜客訴,direct,approved,80,,
faq-460,隱私保險遺失物與客訴,床單被染色怎麼辦？,床單被染色該怎麼處理？｜床單被染色要如何處理,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,床單｜隱私｜遺失物｜客訴,direct,approved,80,,
faq-461,隱私保險遺失物與客訴,家具刮傷怎麼辦？,家具刮傷該怎麼處理？｜家具刮傷要如何處理,請主動拍照並通知民宿；民宿會判斷正常耗損或人為損壞，依證據與規範協調清潔、修復或賠償。,隱私｜遺失物｜客訴,direct,approved,80,,
faq-462,隱私保險遺失物與客訴,入住不滿意可以退費嗎？,,請第一時間向管家反映並提供照片或狀況說明，以便立即處理。是否退費或補償需依實際問題、處理結果與訂房政策個案確認。,退費｜隱私｜遺失物｜客訴,ask_human,approved,80,,退款或補償不可由慢寶直接承諾。
faq-463,隱私保險遺失物與客訴,房間跟照片不一樣怎麼辦？,房間跟照片不一樣該怎麼處理？｜房間跟照片不一樣要如何處理,請第一時間反映並提供照片或狀況說明，讓民宿可即時改善；退費或補償需依問題性質與訂房政策判斷。,隱私｜遺失物｜客訴,direct,approved,80,,答案可使用，但需提醒依當期資訊確認
faq-464,隱私保險遺失物與客訴,設備故障會補償嗎？,,請立即通知管家並提供設備故障狀況，以便先協助排除或安排替代方案。是否補償需依影響程度與實際處理結果個案確認。,補償｜隱私｜遺失物｜客訴,ask_human,approved,80,,補償需個案判斷。
faq-465,隱私保險遺失物與客訴,隔壁太吵怎麼辦？,隔壁太吵該怎麼處理？｜隔壁太吵要如何處理,請立即聯繫民宿，由工作人員協助提醒與處理；不要直接與對方發生衝突。,隱私｜遺失物｜客訴,direct,approved,80,,
faq-466,隱私保險遺失物與客訴,附近鄰居抗議怎麼辦？,附近鄰居抗議該怎麼處理？｜附近鄰居抗議要如何處理,請立即聯繫民宿，由工作人員協助提醒與處理；不要直接與對方發生衝突。,隱私｜遺失物｜客訴,collect_info,approved,80,,
faq-467,隱私保險遺失物與客訴,可以給評價嗎？,能不能給評價？｜可不可以給評價？,非常歡迎留下真實評價，您的回饋能幫助我們改善服務；若入住中有任何問題，也請第一時間告訴管家，讓我們有機會即時協助。,隱私｜遺失物｜客訴,direct,approved,80,,
faq-468,隱私保險遺失物與客訴,評論可以獲得優惠嗎？,,若有評論活動或回饋優惠，會依當期公告為準；民宿歡迎真實心得，但不會要求不實好評或以優惠交換不實評價。,優惠｜隱私｜遺失物｜客訴,collect_info,approved,80,,
faq-469,隱私保險遺失物與客訴,可以客訴嗎？,能不能客訴？｜可不可以客訴？,可以，請提供入住日期、房型、問題描述與照片，我們會認真處理並回覆改善方式。,客訴｜隱私｜遺失物,ask_human,approved,80,,此題需人工依個案處理，不由慢寶直接承諾
faq-470,隱私保險遺失物與客訴,遇到安全疑慮怎麼辦？,遇到安全疑慮該怎麼處理？｜遇到安全疑慮要如何處理,若遇人身安全、火災、醫療急症或可疑狀況，請優先撥打 110 或 119，再立即通知管家；非急迫問題可透過官方 LINE 聯繫。,安全疑慮｜隱私｜遺失物｜客訴,direct,approved,80,,緊急狀況優先110/119。
faq-471,隱私保險遺失物與客訴,鄰近施工會事先通知嗎？,,若住宿期間附近有已知施工或可能影響入住的狀況，民宿會盡量提前通知；臨時施工或外部因素則會依現場狀況協助說明與處理。,施工｜隱私｜遺失物｜客訴,direct,approved,80,,
faq-472,隱私保險遺失物與客訴,停水怎麼辦？,停水該怎麼處理？｜停水要如何處理,若遇停水，請先停止大量用水並立即通知管家；民宿會協助確認是區域停水、設備異常或臨時狀況，並依情況提供處理方式。,停水｜隱私｜遺失物｜客訴,direct,approved,80,,
faq-473,隱私保險遺失物與客訴,網路斷線怎麼辦？,網路斷線該怎麼處理？｜網路斷線要如何處理,若網路斷線，請先確認 Wi-Fi 名稱與設備電源，仍無法連線時請通知管家；民宿會協助重啟設備或確認是否為外部網路異常。,網路斷線｜隱私｜遺失物｜客訴,direct,approved,80,,
faq-474,隱私保險遺失物與客訴,房間被誤闖怎麼辦？,房間被誤闖該怎麼處理？｜房間被誤闖要如何處理,若發生房間被誤闖或疑似安全問題，請立即通知管家；若涉及人身安全，請先撥打 110 或 119，並保留現場狀況。,誤闖｜隱私｜遺失物｜客訴,direct,approved,80,,
faq-475,隱私保險遺失物與客訴,退房後被通知損壞怎麼辦？,退房後被通知損壞該怎麼處理？｜退房後被通知損壞要如何處理｜退宿後被通知損壞怎麼辦？,若退房後收到損壞通知，可請管家提供照片、檢查紀錄與費用依據，再依實際情況溝通。慢寶無法直接判定責任或賠償金額。,隱私｜遺失物｜客訴,ask_human,approved,80,,損壞與賠償需人工處理。
faq-476,特殊需求與情境應對,可以帶導盲犬或服務犬嗎？,能不能帶導盲犬或服務犬？｜可不可以帶導盲犬或服務犬？,服務性動物需求請事先告知，民宿會依相關規範與實際動線協助安排；請攜帶必要證明與用品。,特殊需求｜情境應對,direct,approved,80,,
faq-477,特殊需求與情境應對,我對羽絨過敏怎麼辦？,我對羽絨過敏該怎麼處理？｜我對羽絨過敏要如何處理,請訂房時告知過敏項目，民宿會確認是否可調整寢具、減少香氛或建議自備用品。,特殊需求｜情境應對,direct,approved,80,,
faq-478,特殊需求與情境應對,我對香味過敏可以嗎？,,請訂房時告知過敏項目，民宿會確認是否可調整寢具、減少香氛或建議自備用品。,特殊需求｜情境應對,direct,approved,80,,
faq-479,特殊需求與情境應對,可以安排安靜房嗎？,能不能安排安靜房？｜可不可以安排安靜房？,可以提出房型、樓層或安靜需求，我們會依房況盡量安排，但無法保證一定指定成功。,安靜房｜特殊需求｜情境應對,collect_info,approved,80,,
faq-480,特殊需求與情境應對,可以安排浪漫布置嗎？,能不能安排浪漫布置？｜可不可以安排浪漫布置？,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,布置｜特殊需求｜情境應對,collect_info,approved,80,,
faq-481,特殊需求與情境應對,可以準備求婚驚喜嗎？,能不能準備求婚驚喜？｜可不可以準備求婚驚喜？,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,求婚｜特殊需求｜情境應對,direct,approved,80,,
faq-482,特殊需求與情境應對,可以準備生日蛋糕嗎？,能不能準備生日蛋糕？｜可不可以準備生日蛋糕？,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,蛋糕｜特殊需求｜情境應對,direct,approved,80,,
faq-483,特殊需求與情境應對,可以提早寄生日禮物到民宿嗎？,能不能提早寄生日禮物到民宿？｜可不可以提早寄生日禮物到民宿？｜可以提早寄生日禮物到慢慢蒔光嗎,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,特殊需求｜情境應對,direct,approved,80,,
faq-484,特殊需求與情境應對,可以安排鮮花嗎？,能不能安排鮮花？｜可不可以安排鮮花？,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,鮮花｜特殊需求｜情境應對,collect_info,approved,80,,
faq-485,特殊需求與情境應對,可以幫忙保密驚喜嗎？,能不能幫忙保密驚喜？｜可不可以幫忙保密驚喜？,可提前提供預算、時間與驚喜流程，民宿會確認可協助項目、費用與不傷場地的布置方式。,特殊需求｜情境應對,collect_info,approved,80,,
faq-486,特殊需求與情境應對,可以入住前先送冷凍蛋糕嗎？,能不能入住前先送冷凍蛋糕？｜可不可以入住前先送冷凍蛋糕？,冷藏冷凍物、快遞或大型道具代收需事前確認尺寸、到貨時間與保存空間，未確認不建議寄送。,冷凍蛋糕｜特殊需求｜情境應對,direct,approved,80,,
faq-487,特殊需求與情境應對,可以帶長輩醫療器材嗎？,能不能帶長輩醫療器材？｜可不可以帶長輩醫療器材？,必要醫療器材或冷藏藥品可先告知；高功率設備與冷藏空間需確認，用藥請自行保管。,醫療器材｜長輩｜特殊需求｜情境應對,direct,approved,80,,
faq-488,特殊需求與情境應對,需要冷藏藥品怎麼辦？,需要冷藏藥品該怎麼處理？｜需要冷藏藥品要如何處理｜要冷藏藥品怎麼辦？,冷藏冷凍物、快遞或大型道具代收需事前確認尺寸、到貨時間與保存空間，未確認不建議寄送。,冷藏藥品｜特殊需求｜情境應對,direct,approved,80,,
faq-489,特殊需求與情境應對,可以入住時收快遞嗎？,能不能入住時收快遞？｜可不可以入住時收快遞？,冷藏冷凍物、快遞或大型道具代收需事前確認尺寸、到貨時間與保存空間，未確認不建議寄送。,特殊需求｜情境應對,direct,approved,80,,
faq-490,特殊需求與情境應對,可以提早寄婚禮道具嗎？,能不能提早寄婚禮道具？｜可不可以提早寄婚禮道具？,冷藏冷凍物、快遞或大型道具代收需事前確認尺寸、到貨時間與保存空間，未確認不建議寄送。,特殊需求｜情境應對,direct,approved,80,,
faq-491,特殊需求與情境應對,可以帶自己的枕頭被子嗎？,能不能帶自己的枕頭被子？｜可不可以帶自己的枕頭被子？,可以自備慣用寢具，請自行保管並退房時帶走；若要調整房內配置請先告知。,特殊需求｜情境應對,direct,approved,80,,
faq-492,特殊需求與情境應對,可以要求不要打掃房間嗎？,能不能要求不要打掃房間？｜可不可以要求不要打掃房間？,連住期間若不需打掃可提前告知；但垃圾、廚餘與衛生問題仍需依規定處理。,特殊需求｜情境應對,collect_info,approved,80,,答案可使用，但需提醒依當期資訊確認
faq-493,特殊需求與情境應對,可以請民宿推薦攝影師嗎？,能不能請民宿推薦攝影師？｜可不可以請民宿推薦攝影師？｜可以請慢慢蒔光推薦攝影師嗎,是否能推薦攝影師需依當期合作資源確認。請提供拍攝日期、內容、預算與風格需求，由管家確認是否有合適的推薦方向。,攝影師｜特殊需求｜情境應對,collect_info,needs_review,80,,原答案與攝影師推薦無關。
faq-494,特殊需求與情境應對,可以請外部按摩師到民宿嗎？,能不能請外部按摩師到民宿？｜可不可以請外部按摩師到民宿？｜可以請外部按摩師到慢慢蒔光嗎,外部服務、企業小聚、開會或遠端工作需事前確認人數、設備、網路、訪客與場地規範。,按摩師｜特殊需求｜情境應對,direct,approved,80,,
faq-495,特殊需求與情境應對,可以辦企業小聚嗎？,能不能辦企業小聚？｜可不可以辦企業小聚？,外部服務、企業小聚、開會或遠端工作需事前確認人數、設備、網路、訪客與場地規範。,企業小聚｜特殊需求｜情境應對,direct,approved,80,,
faq-496,特殊需求與情境應對,可以開會或遠端工作嗎？,能不能開會或遠端工作？｜可不可以開會或遠端工作？,外部服務、企業小聚、開會或遠端工作需事前確認人數、設備、網路、訪客與場地規範。,遠端工作｜特殊需求｜情境應對,direct,approved,80,,
faq-497,特殊需求與情境應對,可以要求高樓層或景觀房嗎？,能不能要求高樓層或景觀房？｜可不可以要求高樓層或景觀房？,可以提出房型、樓層或安靜需求，我們會依房況盡量安排，但無法保證一定指定成功。,特殊需求｜情境應對,collect_info,approved,80,,
faq-498,特殊需求與情境應對,可以要求避開某個房間嗎？,能不能要求避開某個房間？｜可不可以要求避開某個房間？,可以提出房型、樓層或安靜需求，我們會依房況盡量安排，但無法保證一定指定成功。,特殊需求｜情境應對,collect_info,approved,80,,
faq-499,特殊需求與情境應對,可以帶神明或祖先牌位入住嗎？,能不能帶神明或祖先牌位入住？｜可不可以帶神明或祖先牌位入住？,一般不建議也不開放攜帶神明或祖先牌位入住。若有特殊宗教物品需求，請務必事前詢問；館內禁止點香、燒金紙或進行可能影響安全與他人的儀式。,特殊需求｜情境應對,direct,approved,80,,
faq-500,特殊需求與情境應對,遇到臨時緊急事件怎麼辦？,遇到臨時緊急事件該怎麼處理？｜遇到臨時緊急事件要如何處理,遇到人身安全、火災或醫療急症時，請先撥打 110 或 119，再通知管家；非急迫問題請透過官方 LINE 或入住通知中的聯絡方式處理。,緊急事件｜特殊需求｜情境應對,direct,approved,80,,緊急狀況優先110/119。
